"","X","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","type","id","uri","track_href","analysis_url","duration_ms","time_signature"
"11",10,0.755,0.892,5,-4.815,0,0.0625,0.0891,0.000141,0.0502,0.488,124.029,"audio_features","5yj8QDJ967St7PUG7sFD0n","spotify:track:5yj8QDJ967St7PUG7sFD0n","https://api.spotify.com/v1/tracks/5yj8QDJ967St7PUG7sFD0n","https://api.spotify.com/v1/audio-analysis/5yj8QDJ967St7PUG7sFD0n",152903,4
"12",11,0.766,0.704,6,-8.136,0,0.0442,0.206,0.708,0.131,0.445,126.017,"audio_features","58HA4SGEXdHaCwVoh2zfqe","spotify:track:58HA4SGEXdHaCwVoh2zfqe","https://api.spotify.com/v1/tracks/58HA4SGEXdHaCwVoh2zfqe","https://api.spotify.com/v1/audio-analysis/58HA4SGEXdHaCwVoh2zfqe",152445,4
"13",12,0.592,0.818,6,-4.823,0,0.32,0.227,2.86e-05,0.228,0.808,122.597,"audio_features","3cDfo3bJzLgBTQ5ccL8VUp","spotify:track:3cDfo3bJzLgBTQ5ccL8VUp","https://api.spotify.com/v1/tracks/3cDfo3bJzLgBTQ5ccL8VUp","https://api.spotify.com/v1/audio-analysis/3cDfo3bJzLgBTQ5ccL8VUp",153415,4
"14",13,0.573,0.91,3,-4.485,1,0.0738,0.0396,0.000583,0.804,0.342,123.971,"audio_features","1uvMT8rgzoAsEb70tnQTJm","spotify:track:1uvMT8rgzoAsEb70tnQTJm","https://api.spotify.com/v1/tracks/1uvMT8rgzoAsEb70tnQTJm","https://api.spotify.com/v1/audio-analysis/1uvMT8rgzoAsEb70tnQTJm",162581,4
"15",14,0.767,0.771,9,-7.725,0,0.0818,0.287,1.35e-06,0.482,0.367,122.976,"audio_features","0A3Cof0Zfq1YaZbmjUDsrB","spotify:track:0A3Cof0Zfq1YaZbmjUDsrB","https://api.spotify.com/v1/tracks/0A3Cof0Zfq1YaZbmjUDsrB","https://api.spotify.com/v1/audio-analysis/0A3Cof0Zfq1YaZbmjUDsrB",166829,4
"16",15,0.763,0.927,11,-5.513,0,0.169,0.0227,0.000868,0.0879,0.126,125.963,"audio_features","0ib4aHS9A7qMdbSxU8ycOh","spotify:track:0ib4aHS9A7qMdbSxU8ycOh","https://api.spotify.com/v1/tracks/0ib4aHS9A7qMdbSxU8ycOh","https://api.spotify.com/v1/audio-analysis/0ib4aHS9A7qMdbSxU8ycOh",158095,4
"17",16,0.601,0.713,4,-3.758,0,0.0449,0.0282,0,0.158,0.464,122.872,"audio_features","1WCEAGGRD066z2Q89ObXTq","spotify:track:1WCEAGGRD066z2Q89ObXTq","https://api.spotify.com/v1/tracks/1WCEAGGRD066z2Q89ObXTq","https://api.spotify.com/v1/audio-analysis/1WCEAGGRD066z2Q89ObXTq",169756,4
"18",17,0.579,0.863,8,-3.129,0,0.0907,0.0706,2.91e-05,0.254,0.263,120.025,"audio_features","3NuM9FD8IWiRaEmMbkz1HV","spotify:track:3NuM9FD8IWiRaEmMbkz1HV","https://api.spotify.com/v1/tracks/3NuM9FD8IWiRaEmMbkz1HV","https://api.spotify.com/v1/audio-analysis/3NuM9FD8IWiRaEmMbkz1HV",197000,4
"19",18,0.729,0.854,1,-5.947,1,0.0848,0.0715,0.000103,0.0441,0.36,121.988,"audio_features","712wUXUf4mDNsJojFt4jek","spotify:track:712wUXUf4mDNsJojFt4jek","https://api.spotify.com/v1/tracks/712wUXUf4mDNsJojFt4jek","https://api.spotify.com/v1/audio-analysis/712wUXUf4mDNsJojFt4jek",163279,4
"20",19,0.635,0.882,11,-5.185,0,0.0925,0.0962,0.000136,0.154,0.407,118.987,"audio_features","4SWli5HnxC6xQGqWKAk1OU","spotify:track:4SWli5HnxC6xQGqWKAk1OU","https://api.spotify.com/v1/tracks/4SWli5HnxC6xQGqWKAk1OU","https://api.spotify.com/v1/audio-analysis/4SWli5HnxC6xQGqWKAk1OU",161345,4
